id,title,year,country,runtime,language,certificate,budget,revenue,avg_rating,vote_count,target,cast_count
282,The Fog,1980,USA,89,English,R,21378000.0,1000000.0,6.80000019,46493,0,3.0
283,The Long Riders,1980,USA,100,English,R,0.0,10000000.0,7.0999999,7322,1,3.0
284,The Shining,1980,USA,146,English,R,0.0,19000000.0,8.39999962,610333,1,3.0
285,Blow Out,1981,USA,107,English,R,0.0,18000000.0,7.4000001,27629,1,3.0
286,Chariots of Fire,1981,UK,125,English,PG,58800000.0,5500000.0,7.19999981,40511,1,3.0
287,Das Boot,1981,West Germany,293,German,R,11433134.0,14000000.0,8.39999962,168203,1,3.0
288,Dragonslayer,1981,USA,108,English,PG,6000000.0,18000000.0,6.69999981,10832,0,3.0
289,Escape from New York,1981,UK,106,English,R,25244700.0,6000000.0,7.19999981,91017,1,3.0
290,For Your Eyes Only,1981,UK,127,English,PG,62300000.0,28000000.0,6.80000019,72085,0,3.0
291,Friday the 13th Part 2,1981,USA,87,English,R,19100000.0,1250000.0,6.0999999,39690,0,3.0
292,Graduation Day,1981,USA,96,English,R,0.0,250000.0,4.5,1905,0,3.0
293,Heartbeeps,1981,USA,78,English,PG,0.0,10000000.0,4.19999981,1040,0,3.0
294,Heavy Metal,1981,Canada,90,English,R,0.0,9300000.0,6.69999981,23516,0,3.0
295,History of the World: Part I,1981,USA,92,English,R,0.0,11000000.0,6.9000001,36559,0,3.0
296,History of the World: Part I,1981,USA,92,English,R,0.0,11000000.0,6.9000001,36559,0,3.0
297,Inchon,1981,South Korea,140,English,PG,0.0,48000000.0,2.70000005,491,0,3.0
298,Mad Max 2: The Road Warrior,1981,Australia,87,English,R,9003011.0,2000000.0,7.5999999,133966,1,3.0
299,Modern Problems,1981,USA,93,English,PG,0.0,8000000.0,5.0,3904,0,3.0
300,Mommie Dearest,1981,USA,129,English,R,0.0,5000000.0,6.69999981,10564,0,3.0
301,Nighthawks,1981,USA,99,English,R,0.0,5000000.0,6.4000001,12519,0,3.0
302,Porky's,1981,Canada,94,English,R,105500000.0,4000000.0,6.19999981,31260,0,3.0
303,Quest for Fire,1981,Canada,100,,R,0.0,12500000.0,7.4000001,16281,1,3.0
304,Raiders of the Lost Ark,1981,USA,115,English,PG,242374454.0,18000000.0,8.5,661017,1,3.0
305,Reds,1981,USA,195,English,PG,0.0,35000000.0,7.5,16255,1,3.0
306,Roar,1981,USA,102,English,PG,2000000.0,17000000.0,6.4000001,1275,0,3.0
307,Sphinx,1981,USA,118,English,PG,800000.0,14000000.0,5.19999981,892,0,3.0
308,Stripes,1981,USA,117,English,R,85300000.0,10000000.0,6.9000001,48629,0,3.0
309,The Beyond,1981,Italy,82,Italian,X,126387.0,400000.0,6.9000001,14985,0,3.0
310,The Evil Dead,1981,USA,96,English,NC-17,0.0,375000.0,7.5999999,141219,1,3.0
311,The Four Seasons,1981,USA,107,English,PG,0.0,0.0,7.19999981,3157,1,3.0
312,The Howling,1981,USA,91,English,R,17986000.0,1000000.0,6.5999999,22773,0,3.0
313,The Legend of the Lone Ranger,1981,USA,98,English,PG,8000000.0,18000000.0,5.0,1400,0,3.0
314,The Postman Always Rings Twice,1981,USA,122,English,R,0.0,12000000.0,6.5999999,16764,0,3.0
315,The Pursuit of D.B. Cooper,1981,USA,100,English,PG,0.0,12000000.0,5.69999981,763,0,3.0
316,Time Bandits,1981,UK,103,English,PG,42365600.0,5000000.0,7.0,45890,1,3.0
317,Under the Rainbow,1981,USA,98,English,PG,8500000.0,20000000.0,5.4000001,2061,0,3.0
318,Blade Runner,1982,USA,117,English,R,27000000.0,28000000.0,8.19999981,461609,1,3.0
319,Butterfly,1982,USA,108,English,R,0.0,0.0,4.5,870,0,3.0
320,Cat People,1982,USA,93,English,R,0.0,18000000.0,6.0999999,14193,0,3.0
321,Cat People,1982,USA,93,English,R,0.0,18000000.0,6.0999999,14193,0,3.0
322,Class of 1984,1982,Canada,98,English,R,0.0,4300000.0,6.5999999,6549,0,3.0
323,Conan the Barbarian,1982,USA,129,English,R,37567440.0,20000000.0,6.9000001,113065,0,3.0
324,Conan the Barbarian,1982,USA,129,English,R,37567440.0,20000000.0,6.9000001,113068,0,3.0
325,Creepshow,1982,USA,130,English,R,0.0,8000000.0,6.9000001,29932,0,3.0
326,Creepshow,1982,USA,130,English,R,0.0,8000000.0,6.9000001,29935,0,3.0
327,Diner,1982,USA,110,English,R,14100000.0,5000000.0,7.19999981,14995,1,3.0
328,E.T. the Extra-Terrestrial,1982,USA,120,English,PG,434949459.0,10500000.0,7.9000001,281842,1,3.0
329,Fast Times at Ridgemont High,1982,USA,90,English,X,0.0,4500000.0,7.19999981,71217,1,3.0
330,Firefox,1982,USA,136,English,PG,46700000.0,21000000.0,5.9000001,19832,0,3.0
331,First Blood,1982,USA,93,English,R,0.0,14000000.0,7.69999981,172489,1,3.0
332,First Blood,1982,USA,93,English,R,0.0,14000000.0,7.69999981,172493,1,3.0
333,Friday the 13th Part III,1982,USA,91,English,R,36200000.0,4000000.0,5.69999981,31952,0,3.0
334,Gandhi,1982,UK,240,English,PG,0.0,22000000.0,8.10000038,171726,1,3.0
335,Halloween III: Season of the Witch,1982,USA,98,English,R,14400000.0,2500000.0,4.5999999,28589,0,3.0
336,Jekyll and Hyde... Together Again,1982,USA,87,English,R,0.0,5000000.0,6.19999981,881,0,3.0
337,Megaforce,1982,USA,99,English,PG,5333658.0,20000000.0,3.5,2541,0,3.0
338,Poltergeist,1982,USA,120,English,PG,76600000.0,10700000.0,7.4000001,105446,1,3.0
339,Poltergeist,1982,USA,120,English,PG,76600000.0,10700000.0,7.4000001,105448,1,3.0
340,Star Trek II: The Wrath of Khan,1982,USA,116,English,PG,78900000.0,11000000.0,7.69999981,91414,1,3.0
341,The Ballad of Gregorio Cortez,1982,USA,105,English,,0.0,1250000.0,7.0999999,39,1,3.0
342,The Beastmaster,1982,USA,90,English,PG,0.0,8000000.0,6.19999981,15345,0,3.0
343,The Best Little Whorehouse in Texas,1982,USA,114,English,R,69700000.0,35000000.0,5.80000019,7748,0,3.0
344,The Man from Snowy River,1982,Australia,102,English,PG,0.0,3500000.0,7.30000019,5894,1,3.0
345,The Thing,1982,USA,109,English,R,13782838.0,15000000.0,8.19999981,258078,1,3.0
346,The Verdict,1982,USA,129,English,R,54000000.0,16000000.0,7.80000019,26310,1,3.0
347,Tootsie,1982,USA,116,English,PG,177200000.0,22000000.0,7.4000001,77366,1,3.0
348,A Christmas Story,1983,USA,94,English,PG,0.0,4000000.0,8.10000038,104908,1,3.0
349,Flashdance,1983,USA,95,English,R,94900000.0,4000000.0,6.0999999,35172,0,3.0
350,Gabriela,1983,Brazil,99,Portuguese,R,0.0,0.0,6.4000001,712,0,3.0
351,Krull,1983,UK,116,English,PG,0.0,27000000.0,6.0,23351,0,3.0
352,Lone Wolf McQuade,1983,USA,107,English,PG,12200000.0,5000000.0,6.30000019,7973,0,3.0
353,Losin' It,1983,Canada,100,English,R,0.0,7000000.0,4.80000019,3114,0,3.0
354,Love Letters,1983,USA,88,English,R,0.0,550000.0,6.0999999,487,0,3.0
355,National Lampoon's Vacation,1983,USA,98,English,R,61400000.0,15000000.0,7.4000001,71183,1,3.0
356,Never Say Never Again,1983,UK,121,English,PG,55500000.0,36000000.0,6.19999981,48636,0,3.0
357,Octopussy,1983,UK,131,English,PG,67900000.0,27500000.0,6.5999999,74374,0,3.0
358,Scarface,1983,USA,142,English,R,44700000.0,25000000.0,8.30000019,537442,1,3.0
359,Star Wars: Episode VI - Return of the Jedi,1983,USA,134,English,PG,309125409.0,32500000.0,8.39999962,681857,1,3.0
360,Superman III,1983,UK,125,English,PG,60000000.0,39000000.0,4.9000001,49934,0,3.0
361,The Dead Zone,1983,USA,103,English,R,0.0,10000000.0,7.19999981,44804,1,3.0
362,The Outsiders,1983,USA,114,English,PG-13,25600000.0,10000000.0,7.19999981,57363,1,3.0
363,The Right Stuff,1983,USA,193,English,PG,21500000.0,27000000.0,7.9000001,45271,1,3.0
364,The Wicked Lady,1983,UK,98,English,R,0.0,8000000.0,4.0,802,0,3.0
365,Trading Places,1983,USA,116,English,R,90400000.0,0.0,7.5,102895,1,3.0
366,Twilight Zone: The Movie,1983,USA,101,English,PG,29500000.0,10000000.0,6.5,25613,0,3.0
367,Videodrome,1983,Canada,89,English,R,0.0,5952000.0,7.30000019,60522,1,3.0
368,WarGames,1983,USA,114,English,PG,79568000.0,12000000.0,7.0999999,71842,1,3.0
369,Yentl,1983,UK,132,English,PG,30400000.0,12000000.0,6.5999999,9503,0,3.0
370,A Nightmare on Elm Street,1984,USA,101,English,X,26505000.0,1800000.0,7.5,149285,1,3.0
371,A Nightmare on Elm Street,1984,USA,101,English,X,26505000.0,1800000.0,7.5,149293,1,3.0
372,A Passage to India,1984,UK,164,English,PG,26400000.0,16000000.0,7.4000001,12980,1,3.0
373,Amadeus,1984,USA,180,English,R,51600000.0,18000000.0,8.30000019,270790,1,3.0
374,Beverly Hills Cop,1984,USA,105,English,R,234760500.0,14000000.0,7.30000019,126464,1,3.0
375,Body Double,1984,USA,114,English,R,0.0,10000000.0,6.80000019,20113,0,3.0
376,C.H.U.D.,1984,USA,96,English,R,0.0,1250000.0,5.5,7528,0,3.0
377,Conan the Destroyer,1984,USA,103,English,PG,26400000.0,18000000.0,5.80000019,62009,0,3.0
378,Dune,1984,USA,177,English,PG-13,27400000.0,40000000.0,6.5999999,97087,0,3.0
379,Firestarter,1984,USA,114,English,R,15100000.0,15000000.0,6.0,22797,0,3.0
380,Footloose,1984,USA,107,English,PG,80000000.0,8200000.0,6.5,51459,0,3.0
381,Footloose,1984,USA,107,English,PG,80000000.0,8200000.0,6.5,51459,0,3.0
382,Friday the 13th: The Final Chapter,1984,USA,97,English,R,32600000.0,1800000.0,5.9000001,29488,0,3.0
383,Gremlins,1984,USA,106,English,PG,148170000.0,11000000.0,7.19999981,142293,1,3.0
384,Indiana Jones and the Temple of Doom,1984,USA,118,English,PG,179870271.0,28000000.0,7.5999999,329969,1,3.0
385,Once Upon a Time in America,1984,Italy,251,English,R,5300000.0,30000000.0,8.39999962,221000,1,3.0
386,Police Academy,1984,USA,96,English,R,81200000.0,4500000.0,6.69999981,87739,0,3.0
387,Red Dawn,1984,USA,114,English,PG-13,0.0,16900000.0,6.4000001,41776,0,3.0
388,Repo Man,1984,USA,92,English,R,0.0,1500000.0,6.9000001,25332,0,3.0
389,Sheena,1984,UK,117,English,PG,0.0,25000000.0,4.80000019,3334,0,3.0
390,Splash,1984,USA,111,English,PG,69800000.0,8000000.0,6.19999981,54723,0,3.0
391,Star Trek III: The Search for Spock,1984,USA,105,English,PG,76400000.0,17000000.0,6.5999999,58743,0,3.0
392,The Bounty,1984,UK,132,English,PG,8600000.0,25000000.0,7.0,17982,1,3.0
393,The Cotton Club,1984,USA,123,English,R,25900000.0,58000000.0,6.5,12771,0,3.0
394,The Hotel New Hampshire,1984,UK,109,English,R,5100000.0,7500000.0,6.0,6595,0,3.0
395,The Ice Pirates,1984,USA,91,English,PG,0.0,9000000.0,5.69999981,7767,0,3.0
396,The Karate Kid,1984,USA,126,English,PG,90800000.0,8000000.0,7.19999981,126907,1,3.0
397,The Karate Kid,1984,USA,126,English,PG,90800000.0,8000000.0,7.19999981,126916,1,3.0
398,The NeverEnding Story,1984,West Germany,94,English,PG,0.0,27000000.0,7.4000001,99557,1,3.0
399,The Terminator,1984,UK,107,English,R,38400000.0,6500000.0,8.10000038,600266,1,3.0
400,The Toxic Avenger,1984,USA,91,English,Unrated,0.0,475000.0,6.19999981,19253,0,3.0
401,A Nightmare on Elm Street 2: Freddy's Revenge,1985,USA,87,English,R,30000000.0,2200000.0,5.4000001,43485,0,3.0
402,A Room with a View,1985,UK,117,English,Unrated,20966644.0,3000000.0,7.4000001,29610,1,3.0
403,A View to a Kill,1985,UK,131,English,PG,50300000.0,30000000.0,6.30000019,68565,0,3.0
404,Back to the Future,1985,USA,116,English,PG,210609762.0,19000000.0,8.5,732212,1,3.0
405,Brazil,1985,UK,142,English,R,9929000.0,15000000.0,8.0,152306,1,3.0
406,Commando,1985,USA,75,English,R,0.0,10000000.0,6.69999981,111649,0,3.0
407,Day of the Dead,1985,USA,87,English,Unrated,0.0,3500000.0,7.19999981,49669,1,3.0
408,Day of the Dead,1985,USA,87,English,Unrated,0.0,3500000.0,7.19999981,49672,1,3.0
409,Def-Con 4,1985,Canada,88,English,R,0.0,1750000.0,4.30000019,1339,0,3.0
410,Friday the 13th: A New Beginning,1985,USA,92,English,R,21300000.0,2200000.0,4.69999981,22521,0,3.0
411,Invasion U.S.A.,1985,USA,107,English,R,0.0,10000000.0,5.30000019,6143,0,3.0
412,Krush Groove,1985,USA,97,English,R,0.0,3000000.0,6.5999999,1361,0,3.0
413,Ladyhawke,1985,USA,121,English,PG-13,0.0,20000000.0,7.0,33597,1,3.0
414,Lifeforce,1985,UK,101,English,R,0.0,25000000.0,6.0999999,15531,0,3.0
415,Mad Max Beyond Thunderdome,1985,Australia,107,English,PG-13,36200000.0,12305523.0,6.19999981,101840,0,3.0
416,My Beautiful Laundrette,1985,UK,97,English,R,0.0,650000.0,6.9000001,10577,0,3.0
417,Out of Africa,1985,USA,161,English,PG,87100000.0,31000000.0,7.19999981,52339,1,3.0
418,Pale Rider,1985,USA,115,English,R,41400000.0,6900000.0,7.30000019,39451,1,3.0
419,Rambo: First Blood Part II,1985,USA,96,English,R,150415432.0,44000000.0,6.4000001,117606,0,3.0
420,Red Sonja,1985,Netherlands,89,English,PG-13,0.0,17900000.0,5.0,30215,0,3.0
421,Return to Oz,1985,UK,109,English,PG,0.0,25000000.0,6.69999981,19568,0,3.0
422,Silverado,1985,USA,133,English,PG-13,33200000.0,26000000.0,7.19999981,28247,1,3.0
423,Subway,1985,France,98,French,R,0.0,17000000.0,6.5,11031,0,3.0
424,The Color Purple,1985,USA,154,English,PG-13,94175854.0,15000000.0,7.80000019,60988,1,3.0
425,The Last Dragon,1985,USA,109,English,PG-13,33000000.0,10000000.0,6.9000001,9424,0,3.0
426,The Return of the Living Dead,1985,USA,108,English,R,0.0,4000000.0,7.30000019,39856,1,3.0
427,The Return of the Living Dead,1985,USA,108,English,R,0.0,4000000.0,7.30000019,39857,1,3.0
428,Witness,1985,USA,112,English,R,65500000.0,12000000.0,7.4000001,66966,1,3.0
429,Young Sherlock Holmes,1985,USA,109,English,PG-13,4250320.0,18000000.0,6.80000019,14870,0,3.0
430,9Â½ Weeks,1986,USA,112,English,R,6734844.0,17000000.0,5.9000001,29591,0,3.0
431,Aliens,1986,USA,154,English,R,85200000.0,18500000.0,8.39999962,488537,1,3.0
432,April Fool's Day,1986,USA,89,English,R,12947763.0,5000000.0,6.19999981,10624,0,3.0
433,Big Trouble in Little China,1986,USA,99,English,PG-13,11100000.0,25000000.0,7.30000019,92464,1,3.0
434,Crocodile Dundee,1986,Australia,93,English,PG-13,174635000.0,8800000.0,6.5,74743,0,3.0
435,Highlander,1986,UK,110,English,R,5900000.0,16000000.0,7.19999981,98629,1,3.0
436,Howard the Duck,1986,USA,110,English,PG,16295774.0,35000000.0,4.5999999,33669,0,3.0
437,Invaders from Mars,1986,USA,100,English,PG,4884663.0,12000000.0,5.5,5187,0,3.0
438,Jason Lives: Friday the 13th Part VI,1986,USA,86,English,R,19472057.0,3000000.0,5.9000001,25332,0,3.0
439,Legal Eagles,1986,USA,116,English,PG,49851591.0,40000000.0,5.9000001,7900,0,3.0
440,Little Shop of Horrors,1986,USA,102,English,PG-13,38747385.0,25000000.0,6.9000001,49349,0,3.0
441,Peggy Sue Got Married,1986,USA,103,English,PG-13,41382841.0,18000000.0,6.30000019,27149,0,3.0
442,Platoon,1986,UK,120,English,R,137963328.0,6000000.0,8.10000038,291603,1,3.0
443,River's Edge,1986,USA,99,English,R,4600000.0,1900000.0,7.0999999,11763,1,3.0
444,Salvador,1986,UK,122,English,R,0.0,4500000.0,7.5,15175,1,3.0
445,Shanghai Surprise,1986,UK,97,English,PG-13,2315683.0,17000000.0,3.0,4081,0,3.0
446,She's Gotta Have It,1986,USA,88,English,R,7137502.0,175000.0,6.5,4769,0,3.0
447,Stand by Me,1986,USA,89,English,R,52287414.0,8000000.0,8.10000038,271794,1,3.0
448,Star Trek IV: The Voyage Home,1986,USA,119,English,PG,109713132.0,25000000.0,7.30000019,61621,1,3.0
449,The Clan of the Cave Bear,1986,USA,98,English,R,1953732.0,15000000.0,5.30000019,4996,0,3.0
450,The Color of Money,1986,USA,119,English,R,52293982.0,13800000.0,7.0,57831,1,3.0
451,The Golden Child,1986,USA,94,English,PG-13,79817937.0,25000000.0,5.9000001,39798,0,3.0
452,The Texas Chainsaw Massacre 2,1986,USA,101,English,X,8025872.0,4700000.0,5.5,19234,0,3.0
453,The Wraith,1986,USA,93,English,R,3500000.0,2700000.0,5.9000001,10082,0,3.0
454,Top Gun,1986,USA,110,English,PG,176781728.0,15000000.0,6.9000001,219171,0,3.0
455,Witchboard,1986,UK,98,English,R,7369373.0,2000000.0,5.69999981,4288,0,3.0
456,3 Men and a Baby,1987,USA,102,English,PG,167780960.0,11000000.0,5.9000001,36918,0,3.0
457,A Nightmare on Elm Street 3: Dream Warriors,1987,USA,88,English,X,44793200.0,4500000.0,6.5999999,49820,0,3.0
458,American Ninja 2: The Confrontation,1987,USA,90,English,R,4000000.0,350000.0,4.69999981,6046,0,3.0
459,Beverly Hills Cop II,1987,USA,100,English,R,153665036.0,28000000.0,6.4000001,84824,0,3.0
460,Creepshow 2,1987,USA,85,English,R,14000000.0,3500000.0,6.0,15956,0,3.0
461,Cry Freedom,1987,UK,147,English,PG,5899797.0,29000000.0,7.5,9913,1,3.0
462,Evil Dead II,1987,USA,37,English,X,5923044.0,3600000.0,7.80000019,113451,1,3.0
463,Fatal Attraction,1987,USA,119,English,R,156645693.0,14000000.0,6.9000001,55101,0,3.0
464,From a Whisper to a Scream,1987,USA,92,English,R,1400000.0,1100000.0,5.9000001,1324,0,3.0
465,"Good Morning, Vietnam",1987,USA,121,English,R,123922370.0,13000000.0,7.30000019,98348,1,3.0
466,Hellraiser,1987,UK,86,English,R,14564027.0,1000000.0,7.0,76407,1,3.0
467,Hollywood Shuffle,1987,USA,81,English,R,5228617.0,100000.0,7.0,2770,1,3.0
468,Ishtar,1987,USA,107,English,PG-13,14375181.0,51000000.0,4.19999981,8692,0,3.0
469,Jaws: The Revenge,1987,USA,92,English,PG-13,20763013.0,23000000.0,2.79999995,30840,0,3.0
470,La Bamba,1987,USA,108,English,PG-13,54215416.0,6500000.0,6.80000019,21409,0,3.0
471,Malone,1987,USA,92,English,R,3060858.0,10000000.0,5.5999999,1768,0,3.0
472,Maurice,1987,UK,140,English,R,3130592.0,2600000.0,7.80000019,10755,1,3.0
473,Predator,1987,USA,107,English,R,59735548.0,15000000.0,7.80000019,290949,1,3.0
474,Prison,1987,USA,102,English,R,354704.0,1300000.0,5.9000001,2705,0,3.0
475,Radio Days,1987,USA,88,English,PG,14792779.0,16000000.0,7.5999999,24256,1,3.0
476,Spaceballs,1987,USA,96,English,PG,38119483.0,22700000.0,7.0999999,136667,1,3.0
477,Superman IV: The Quest for Peace,1987,UK,134,English,PG,15681020.0,17000000.0,3.5999999,33570,0,3.0
478,Teen Wolf Too,1987,USA,95,English,PG,7888703.0,3000000.0,3.20000005,8465,0,3.0
479,The Barbarians,1987,USA,87,English,R,800000.0,4000000.0,4.80000019,2308,0,3.0
480,The Brave Little Toaster,1987,USA,90,English,Not Rated,0.0,2300000.0,7.30000019,19650,1,3.0
481,The Last Emperor,1987,China,219,English,PG-13,43984230.0,23000000.0,7.80000019,70274,1,3.0
482,The Living Daylights,1987,UK,130,English,PG,51185897.0,30000000.0,6.69999981,69457,0,3.0
483,The Lost Boys,1987,USA,97,English,R,32222567.0,0.0,7.19999981,92924,1,3.0
484,The Princess Bride,1987,USA,98,English,PG,30857814.0,16000000.0,8.10000038,294163,1,3.0
485,The Running Man,1987,USA,101,English,R,38122105.0,27000000.0,6.5999999,112669,0,3.0
486,The Untouchables,1987,USA,119,English,R,76270454.0,25000000.0,7.9000001,219008,1,3.0
487,Wall Street,1987,USA,126,English,R,43848100.0,15000000.0,7.4000001,119150,1,3.0
488,A Nightmare on Elm Street 4: The Dream Master,1988,USA,99,English,R,49369900.0,7000000.0,5.69999981,36108,0,3.0
489,Action Jackson,1988,USA,96,English,R,20257000.0,7000000.0,5.19999981,7569,0,3.0
490,Akira,1988,Japan,124,Japanese,R,439162.0,1100000000.0,8.10000038,106160,1,3.0
491,Beetlejuice,1988,USA,92,English,PG,73326666.0,15000000.0,7.5,189413,1,3.0
492,Big,1988,USA,130,English,PG,114968774.0,18000000.0,7.30000019,153468,1,3.0
493,Bloodsport,1988,USA,92,English,R,11806119.0,1100000.0,6.80000019,57578,0,3.0
494,"Bright Lights, Big City",1988,USA,107,English,R,16118077.0,25000000.0,5.5999999,5817,0,3.0
495,Child's Play,1988,USA,87,English,R,33244684.0,9000000.0,6.5,62038,0,3.0
496,Crocodile Dundee II,1988,Australia,108,English,PG,109306210.0,15800000.0,5.5,44096,0,3.0
497,Dangerous Liaisons,1988,USA,119,English,R,34700000.0,14000000.0,7.69999981,52846,1,3.0
498,Dangerous Liaisons,1988,USA,119,English,R,34700000.0,14000000.0,7.69999981,52846,1,3.0
499,Die Hard,1988,USA,131,English,R,81350242.0,28000000.0,8.19999981,592582,1,3.0
500,Friday the 13th Part VII: The New Blood,1988,USA,88,English,R,19170001.0,2800000.0,5.30000019,21359,0,3.0
501,Halloween 4: The Return of Michael Myers,1988,USA,88,English,R,17768000.0,5000000.0,5.9000001,29629,0,3.0
502,Iguana,1988,Italy,97,English,,0.0,3000000.0,6.19999981,240,0,3.0
503,Lady in White,1988,USA,118,English,R,1705139.0,4700000.0,6.69999981,4695,0,3.0
504,Midnight Run,1988,USA,126,English,R,38413606.0,30000000.0,7.5999999,54042,1,3.0
505,My Stepmother Is an Alien,1988,USA,105,English,PG-13,13854000.0,20000000.0,5.19999981,21079,0,3.0
506,Mystic Pizza,1988,USA,104,English,R,12793213.0,6000000.0,6.19999981,18286,0,3.0
507,Phantasm II,1988,USA,97,English,R,7282851.0,3000000.0,6.5,9502,0,3.0
508,Poltergeist III,1988,USA,98,English,PG-13,14114488.0,10500000.0,4.5,13190,0,3.0
509,Rain Man,1988,USA,133,English,R,172825435.0,25000000.0,8.0,383784,1,3.0
510,Rambo III,1988,USA,87,English,R,53715611.0,63000000.0,5.69999981,92106,0,3.0
511,School Daze,1988,USA,121,English,R,14545844.0,6500000.0,5.80000019,4756,0,3.0
512,Scrooged,1988,USA,101,English,PG-13,60328558.0,32000000.0,7.0,61396,1,3.0
513,Talk Radio,1988,USA,110,English,R,3468572.0,4000000.0,7.30000019,10073,1,3.0
514,The Land Before Time,1988,USA,69,English,G,48092846.0,12500000.0,7.30000019,61753,1,3.0
515,The Last Temptation of Christ,1988,USA,164,English,R,8373585.0,7000000.0,7.5999999,39680,1,3.0
516,They Live,1988,USA,93,English,R,13008928.0,4000000.0,7.30000019,73501,1,3.0
517,Twins,1988,USA,107,English,PG,111936400.0,15000000.0,6.0,87538,0,3.0
518,Young Guns,1988,USA,107,English,R,44726644.0,13000000.0,6.80000019,42614,0,3.0
519,A Nightmare on Elm Street 5: The Dream Child,1989,USA,89,English,X,22168359.0,8000000.0,5.0999999,29659,0,3.0
520,Back to the Future Part II,1989,USA,108,English,PG,118500000.0,40000000.0,7.80000019,340085,1,3.0
521,Batman,1989,USA,126,English,PG-13,251188924.0,35000000.0,7.5999999,269033,1,3.0
522,Bill & Ted's Excellent Adventure,1989,USA,90,English,PG,40485039.0,10000000.0,6.9000001,85362,0,3.0
523,Black Rain,1989,USA,125,English,R,45645204.0,30000000.0,6.5999999,39306,0,3.0
524,Born on the Fourth of July,1989,USA,145,English,R,70001698.0,14000000.0,7.19999981,76842,1,3.0
525,Dead Poets Society,1989,USA,128,English,PG,95860116.0,16400000.0,8.0,277451,1,3.0
526,Do the Right Thing,1989,USA,120,English,R,27545445.0,6500000.0,7.9000001,59524,1,3.0
527,Driving Miss Daisy,1989,USA,99,English,PG,106593296.0,7500000.0,7.4000001,72324,1,3.0
528,Friday the 13th Part VIII: Jason Takes Manhattan,1989,USA,100,English,R,14343976.0,5000000.0,4.5,22961,0,3.0
529,Glory,1989,USA,122,English,R,26830000.0,18000000.0,7.9000001,101888,1,3.0
